Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-00015,07/28/2012,08/04/2012,Standard Class,AA-10531,Consumer,United States,Phoenix,NY,22224,South,PRD-00015,Office Supplies,Paper,Paper Product,1986.08,15,0.0,130.84
ORD-00016,11/12/2012,11/13/2012,Same Day,AA-10523,Corporate,United States,Houston,IL,65444,Central,PRD-00016,Groceries,Dairy,Dairy Product,3035.75,7,0.0,-307.27
ORD-00017,09/26/2012,09/29/2012,Standard Class,AA-10412,Consumer,United States,Phoenix,TX,75909,South,PRD-00017,Furniture,Tables,Tables Product,587.6,2,0.2,-96.03
ORD-00018,08/21/2011,08/26/2011,Second Class,AA-10575,Home Office,United States,Phoenix,NY,91183,West,PRD-00018,Technology,Copiers,Copiers Product,904.7,3,0.05,38.24
ORD-00019,09/14/2015,09/18/2015,Second Class,AA-10613,Home Office,United States,Chicago,TX,51441,West,PRD-00019,Furniture,Bookcases,Bookcases Product,2367.16,7,0.1,-134.43
ORD-00020,02/08/2011,02/11/2011,Standard Class,AA-10549,Consumer,United States,Chicago,IL,30676,Central,PRD-00020,Technology,Phones,Phones Product,2060.02,18,0.1,-248.29
ORD-00021,02/03/2017,02/04/2017,Second Class,AA-10469,Corporate,United States,Chicago,AZ,37607,East,PRD-00021,Technology,Machines,Machines Product,1880.3,4,0.05,-77.69
ORD-00022,04/13/2013,04/14/2013,Standard Class,AA-10450,Corporate,United States,Los Angeles,IL,31178,Central,PRD-00022,Groceries,Canned Goods,Canned Goods Product,110.45,2,0.15,32.87
ORD-00023,03/09/2017,03/16/2017,First Class,AA-10533,Home Office,United States,Phoenix,CA,66333,South,PRD-00023,Technology,Phones,Phones Product,1419.22,3,0.05,180.74
ORD-00024,06/21/2011,06/24/2011,Same Day,AA-10472,Home Office,United States,Los Angeles,CA,31299,South,PRD-00024,Furniture,Chairs,Chairs Product,1355.25,12,0.05,271.27
ORD-00025,08/16/2015,08/23/2015,Standard Class,AA-10327,Corporate,United States,New York,TX,39154,South,PRD-00025,Office Supplies,Paper,Paper Product,5643.33,14,0.05,-225.26
ORD-00026,02/29/2016,03/03/2016,Standard Class,AA-10494,Corporate,United States,Chicago,AZ,62386,East,PRD-00026,Furniture,Tables,Tables Product,172.76,8,0.05,6.75
ORD-00027,04/24/2011,04/29/2011,Same Day,AA-10374,Corporate,United States,Chicago,TX,89457,West,PRD-00027,Furniture,Tables,Tables Product,9151.19,19,0.1,-1620.18
ORD-00028,04/27/2015,05/04/2015,Second Class,AA-10610,Corporate,United States,Houston,NY,97062,East,PRD-00028,Office Supplies,Paper,Paper Product,714.61,2,0.0,80.0
ORD-00029,12/27/2017,01/02/2018,First Class,AA-10475,Home Office,United States,Los Angeles,CA,65108,Central,PRD-00029,Technology,Machines,Machines Product,2746.34,17,0.15,-11.78
ORD-00030,12/13/2012,12/17/2012,First Class,AA-10606,Corporate,United States,Houston,TX,98555,South,PRD-00030,Furniture,Furnishings,Furnishings Product,7533.46,18,0.1,-209.82
ORD-00031,09/24/2016,10/01/2016,Second Class,AA-10557,Home Office,United States,Chicago,CA,36100,South,PRD-00031,Office Supplies,Appliances,Appliances Product,2625.71,10,0.2,2.92
ORD-00032,04/11/2011,04/17/2011,Second Class,AA-10338,Home Office,United States,Houston,TX,62383,South,PRD-00032,Office Supplies,Binders,Binders Product,8527.43,20,0.0,624.63
ORD-00033,08/27/2012,09/01/2012,Second Class,AA-10317,Consumer,United States,Houston,CA,70901,East,PRD-00033,Technology,Accessories,Accessories Product,769.48,8,0.2,60.58
ORD-00034,12/18/2015,12/25/2015,Second Class,AA-10573,Home Office,United States,Chicago,AZ,73517,South,PRD-00034,Groceries,Dairy,Dairy Product,2246.35,6,0.15,157.34
ORD-00035,01/29/2014,01/30/2014,Second Class,AA-10540,Consumer,United States,Los Angeles,TX,30028,South,PRD-00035,Technology,Machines,Machines Product,1145.12,8,0.1,384.55
ORD-00036,09/21/2011,09/25/2011,Same Day,AA-10527,Home Office,United States,New York,AZ,59857,Central,PRD-00036,Groceries,Canned Goods,Canned Goods Product,4289.45,18,0.0,-325.57
ORD-00037,01/25/2011,01/27/2011,Same Day,AA-10495,Consumer,United States,Chicago,TX,73654,West,PRD-00037,Furniture,Furnishings,Furnishings Product,3832.19,14,0.2,1072.71
ORD-00038,05/12/2015,05/16/2015,Standard Class,AA-10487,Consumer,United States,Houston,CA,70515,South,PRD-00038,Groceries,Beverages,Beverages Product,6908.63,15,0.2,832.31
ORD-00039,07/25/2011,07/29/2011,First Class,AA-10448,Corporate,United States,Chicago,NY,71644,West,PRD-00039,Groceries,Canned Goods,Canned Goods Product,1629.62,7,0.1,418.38
ORD-00040,01/18/2017,01/20/2017,Second Class,AA-10341,Consumer,United States,Phoenix,CA,41266,South,PRD-00040,Furniture,Tables,Tables Product,1178.41,3,0.0,297.6
ORD-00041,04/23/2016,04/29/2016,Standard Class,AA-10373,Consumer,United States,Chicago,NY,85849,West,PRD-00041,Office Supplies,Binders,Binders Product,3472.02,9,0.05,567.8
ORD-00042,07/01/2014,07/08/2014,First Class,AA-10609,Home Office,United States,Phoenix,NY,84177,West,PRD-00042,Groceries,Dairy,Dairy Product,330.67,7,0.05,-45.92
ORD-00043,11/23/2014,11/27/2014,Same Day,AA-10587,Consumer,United States,Houston,IL,93307,Central,PRD-00043,Groceries,Canned Goods,Canned Goods Product,773.76,3,0.1,-148.88
ORD-00044,09/18/2012,09/22/2012,Same Day,AA-10537,Home Office,United States,Phoenix,IL,52245,South,PRD-00044,Office Supplies,Paper,Paper Product,8120.35,20,0.2,2150.15
ORD-00045,12/21/2011,12/25/2011,First Class,AA-10457,Consumer,United States,Houston,CA,56507,East,PRD-00045,Groceries,Beverages,Beverages Product,4338.39,15,0.15,7.97
ORD-00046,10/26/2014,10/30/2014,Same Day,AA-10458,Home Office,United States,Los Angeles,TX,94659,Central,PRD-00046,Furniture,Chairs,Chairs Product,8067.36,17,0.0,-445.21
ORD-00047,01/10/2016,01/15/2016,First Class,AA-10323,Corporate,United States,Phoenix,AZ,55056,Central,PRD-00047,Technology,Machines,Machines Product,1665.25,8,0.05,-27.1
ORD-00048,03/04/2017,03/06/2017,First Class,AA-10484,Consumer,United States,Phoenix,CA,35105,South,PRD-00048,Furniture,Furnishings,Furnishings Product,1442.21,9,0.05,-184.03
ORD-00049,06/06/2016,06/07/2016,Second Class,AA-10456,Corporate,United States,New York,NY,82529,East,PRD-00049,Furniture,Chairs,Chairs Product,1086.13,7,0.1,-100.29
ORD-00050,06/01/2012,06/03/2012,Standard Class,AA-10566,Corporate,United States,Houston,NY,18564,Central,PRD-00050,Technology,Phones,Phones Product,2837.2,19,0.15,182.38
ORD-00051,07/07/2016,07/09/2016,Standard Class,AA-10352,Home Office,United States,Houston,AZ,88135,South,PRD-00051,Technology,Copiers,Copiers Product,2037.3,5,0.1,-303.34
ORD-00052,11/10/2016,11/15/2016,Standard Class,AA-10509,Home Office,United States,New York,CA,91987,South,PRD-00052,Groceries,Dairy,Dairy Product,4314.82,10,0.15,-72.37
ORD-00053,12/19/2013,12/23/2013,Same Day,AA-10356,Corporate,United States,New York,CA,47762,East,PRD-00053,Office Supplies,Pens,Pens Product,1682.86,6,0.05,-333.87
ORD-00054,02/03/2016,02/08/2016,Second Class,AA-10351,Home Office,United States,Los Angeles,IL,28643,West,PRD-00054,Office Supplies,Paper,Paper Product,6345.61,19,0.05,349.54
ORD-00055,09/02/2011,09/05/2011,Same Day,AA-10399,Corporate,United States,New York,AZ,15224,Central,PRD-00055,Furniture,Bookcases,Bookcases Product,1064.0,15,0.1,233.91
ORD-00056,08/13/2014,08/14/2014,First Class,AA-10443,Home Office,United States,New York,CA,71669,Central,PRD-00056,Technology,Phones,Phones Product,3850.69,8,0.2,586.36
ORD-00057,02/13/2014,02/19/2014,Standard Class,AA-10407,Consumer,United States,Chicago,TX,74942,East,PRD-00057,Groceries,Dairy,Dairy Product,720.92,3,0.15,-0.01
ORD-00058,06/29/2015,07/06/2015,Same Day,AA-10596,Home Office,United States,New York,AZ,70552,Central,PRD-00058,Technology,Accessories,Accessories Product,492.34,3,0.1,-64.22
ORD-00059,08/11/2011,08/13/2011,First Class,AA-10411,Corporate,United States,Houston,NY,13783,South,PRD-00059,Furniture,Furnishings,Furnishings Product,5735.93,15,0.05,-228.1
ORD-00060,10/10/2012,10/11/2012,Second Class,AA-10474,Corporate,United States,Chicago,AZ,45838,Central,PRD-00060,Technology,Accessories,Accessories Product,360.31,3,0.0,27.7
ORD-00061,05/30/2016,06/04/2016,Second Class,AA-10556,Consumer,United States,Chicago,TX,54548,East,PRD-00061,Office Supplies,Binders,Binders Product,1455.74,18,0.05,514.05
ORD-00062,01/11/2011,01/16/2011,Same Day,AA-10459,Corporate,United States,Chicago,CA,41300,Central,PRD-00062,Furniture,Furnishings,Furnishings Product,1144.04,5,0.15,8.09
ORD-00063,08/14/2013,08/20/2013,Second Class,AA-10525,Corporate,United States,New York,CA,75836,East,PRD-00063,Technology,Machines,Machines Product,5688.99,16,0.15,180.04
ORD-00064,02/16/2012,02/18/2012,Standard Class,AA-10540,Corporate,United States,Chicago,IL,91691,Central,PRD-00064,Technology,Accessories,Accessories Product,364.0,1,0.15,117.41
ORD-00065,11/25/2011,11/27/2011,First Class,AA-10483,Consumer,United States,New York,TX,22903,West,PRD-00065,Groceries,Canned Goods,Canned Goods Product,6999.48,16,0.0,1193.24
ORD-00066,12/23/2015,12/26/2015,Same Day,AA-10400,Consumer,United States,Los Angeles,AZ,64008,South,PRD-00066,Furniture,Chairs,Chairs Product,337.89,2,0.0,-8.1
ORD-00067,11/27/2012,11/29/2012,Second Class,AA-10404,Corporate,United States,Chicago,TX,43466,West,PRD-00067,Technology,Accessories,Accessories Product,6894.72,20,0.15,2397.28
ORD-00068,03/20/2016,03/24/2016,First Class,AA-10462,Corporate,United States,Chicago,CA,60422,Central,PRD-00068,Office Supplies,Appliances,Appliances Product,7097.48,15,0.2,-145.55
ORD-00069,03/12/2012,03/19/2012,Same Day,AA-10436,Corporate,United States,New York,AZ,99889,West,PRD-00069,Groceries,Canned Goods,Canned Goods Product,2944.57,19,0.1,-550.15
ORD-00070,10/19/2017,10/24/2017,First Class,AA-10569,Home Office,United States,Los Angeles,NY,92242,West,PRD-00070,Furniture,Tables,Tables Product,8058.93,20,0.05,1466.49
ORD-00071,06/19/2014,06/23/2014,Second Class,AA-10540,Consumer,United States,Los Angeles,AZ,57953,East,PRD-00071,Technology,Machines,Machines Product,270.83,5,0.1,-1.07
ORD-00072,11/04/2012,11/06/2012,Second Class,AA-10446,Home Office,United States,Houston,AZ,57942,West,PRD-00072,Groceries,Canned Goods,Canned Goods Product,4444.81,11,0.15,1678.97
ORD-00073,06/05/2015,06/12/2015,First Class,AA-10322,Consumer,United States,Los Angeles,TX,13280,East,PRD-00073,Furniture,Chairs,Chairs Product,2859.1,15,0.1,430.97
ORD-00074,11/03/2017,11/04/2017,First Class,AA-10428,Corporate,United States,New York,NY,40775,South,PRD-00074,Technology,Accessories,Accessories Product,3281.27,10,0.0,-381.07
ORD-00075,05/11/2015,05/17/2015,Standard Class,AA-10547,Corporate,United States,Phoenix,TX,46666,West,PRD-00075,Furniture,Furnishings,Furnishings Product,7100.52,19,0.05,2352.04
ORD-00076,02/26/2015,03/01/2015,First Class,AA-10426,Consumer,United States,Houston,IL,34878,West,PRD-00076,Groceries,Dairy,Dairy Product,3433.36,8,0.0,1334.06
ORD-00077,02/06/2016,02/13/2016,Second Class,AA-10361,Consumer,United States,Phoenix,CA,86858,South,PRD-00077,Office Supplies,Appliances,Appliances Product,791.06,2,0.05,311.12
ORD-00078,08/12/2013,08/17/2013,First Class,AA-10483,Consumer,United States,New York,NY,27275,West,PRD-00078,Office Supplies,Appliances,Appliances Product,3875.57,9,0.05,1521.23
ORD-00079,01/07/2015,01/12/2015,Standard Class,AA-10436,Home Office,United States,New York,TX,68756,East,PRD-00079,Furniture,Chairs,Chairs Product,840.18,6,0.05,205.87
ORD-00080,10/03/2016,10/09/2016,Standard Class,AA-10370,Consumer,United States,Houston,TX,65872,West,PRD-00080,Groceries,Beverages,Beverages Product,624.98,20,0.2,-11.89
ORD-00081,07/01/2016,07/06/2016,First Class,AA-10542,Corporate,United States,Phoenix,AZ,48652,Central,PRD-00081,Technology,Phones,Phones Product,3388.72,11,0.0,-421.17
ORD-00082,09/01/2016,09/03/2016,Same Day,AA-10535,Corporate,United States,Houston,TX,64524,West,PRD-00082,Technology,Phones,Phones Product,6537.81,18,0.05,379.47
ORD-00083,07/04/2014,07/11/2014,Standard Class,AA-10533,Consumer,United States,Houston,NY,58843,South,PRD-00083,Furniture,Bookcases,Bookcases Product,5727.12,12,0.15,-914.74
ORD-00084,03/28/2017,04/03/2017,Standard Class,AA-10345,Corporate,United States,Phoenix,IL,56090,West,PRD-00084,Furniture,Chairs,Chairs Product,2565.68,14,0.15,823.21
ORD-00085,06/25/2017,06/30/2017,First Class,AA-10574,Consumer,United States,Chicago,AZ,39643,Central,PRD-00085,Office Supplies,Pens,Pens Product,1918.08,16,0.0,19.31
ORD-00086,04/16/2017,04/19/2017,Standard Class,AA-10600,Consumer,United States,Los Angeles,AZ,96159,Central,PRD-00086,Technology,Machines,Machines Product,98.4,1,0.1,34.73
ORD-00087,10/13/2011,10/15/2011,First Class,AA-10387,Corporate,United States,Chicago,AZ,88148,West,PRD-00087,Technology,Phones,Phones Product,1962.06,17,0.15,141.64
ORD-00088,08/04/2011,08/08/2011,Same Day,AA-10394,Corporate,United States,Los Angeles,AZ,24918,East,PRD-00088,Office Supplies,Appliances,Appliances Product,429.99,3,0.15,39.3
ORD-00089,10/27/2015,11/01/2015,Standard Class,AA-10371,Consumer,United States,Los Angeles,IL,37686,South,PRD-00089,Furniture,Furnishings,Furnishings Product,5727.21,17,0.0,-387.67
ORD-00090,11/12/2013,11/16/2013,Second Class,AA-10463,Home Office,United States,Phoenix,IL,19447,Central,PRD-00090,Furniture,Chairs,Chairs Product,253.72,1,0.15,-24.0
ORD-00091,06/23/2011,06/27/2011,Same Day,AA-10538,Corporate,United States,New York,TX,12733,East,PRD-00091,Technology,Accessories,Accessories Product,1297.3,3,0.2,74.69
ORD-00092,12/04/2012,12/08/2012,Standard Class,AA-10550,Corporate,United States,Chicago,IL,39041,East,PRD-00092,Furniture,Chairs,Chairs Product,5933.16,14,0.05,364.33
ORD-00093,11/19/2012,11/21/2012,First Class,AA-10354,Consumer,United States,Los Angeles,AZ,30036,West,PRD-00093,Technology,Copiers,Copiers Product,2184.47,12,0.05,-127.22
ORD-00094,12/26/2012,01/01/2013,First Class,AA-10567,Consumer,United States,Houston,NY,71462,Central,PRD-00094,Groceries,Dairy,Dairy Product,6176.25,19,0.2,-37.52
ORD-00095,05/25/2014,05/26/2014,First Class,AA-10455,Corporate,United States,New York,NY,90610,Central,PRD-00095,Technology,Machines,Machines Product,788.01,17,0.15,56.07
ORD-00096,03/10/2016,03/15/2016,Second Class,AA-10612,Consumer,United States,Houston,NY,55015,West,PRD-00096,Technology,Accessories,Accessories Product,6258.61,19,0.1,1020.17
ORD-00097,08/28/2016,08/30/2016,First Class,AA-10403,Corporate,United States,Chicago,TX,63578,East,PRD-00097,Technology,Copiers,Copiers Product,7433.75,15,0.2,844.84
ORD-00098,09/14/2017,09/20/2017,Second Class,AA-10341,Corporate,United States,New York,AZ,96980,South,PRD-00098,Furniture,Chairs,Chairs Product,619.39,11,0.15,-18.28
ORD-00099,12/03/2014,12/07/2014,First Class,AA-10473,Consumer,United States,Phoenix,NY,94675,Central,PRD-00099,Groceries,Beverages,Beverages Product,7146.57,20,0.0,-101.84
ORD-00100,09/13/2016,09/20/2016,Same Day,AA-10500,Consumer,United States,Los Angeles,CA,30308,West,PRD-00000,Technology,Machines,Machines Product,983.29,10,0.05,4.96
ORD-00101,04/26/2014,04/28/2014,Second Class,AA-10366,Home Office,United States,Houston,NY,63852,East,PRD-00001,Technology,Machines,Machines Product,1484.28,20,0.15,-159.48
ORD-00102,08/30/2013,09/06/2013,Same Day,AA-10542,Consumer,United States,Chicago,AZ,67749,Central,PRD-00002,Furniture,Furnishings,Furnishings Product,2173.32,8,0.1,824.47
ORD-00103,02/28/2014,03/01/2014,Same Day,AA-10510,Corporate,United States,Phoenix,NY,77621,West,PRD-00003,Groceries,Beverages,Beverages Product,2818.32,7,0.05,912.57
ORD-00104,03/13/2014,03/14/2014,Second Class,AA-10357,Corporate,United States,Chicago,NY,64381,West,PRD-00004,Office Supplies,Paper,Paper Product,6804.0,15,0.05,2031.87
ORD-00105,06/12/2015,06/15/2015,Standard Class,AA-10572,Home Office,United States,Chicago,CA,28035,West,PRD-00005,Furniture,Tables,Tables Product,6465.13,13,0.1,-422.02
ORD-00106,03/21/2014,03/23/2014,Second Class,AA-10556,Home Office,United States,Phoenix,AZ,65476,West,PRD-00006,Office Supplies,Binders,Binders Product,4672.81,15,0.0,-881.28
ORD-00107,03/26/2014,03/27/2014,Same Day,AA-10436,Home Office,United States,Phoenix,NY,92831,South,PRD-00007,Furniture,Chairs,Chairs Product,253.67,2,0.2,18.84
ORD-00108,08/11/2012,08/17/2012,Standard Class,AA-10464,Home Office,United States,Chicago,NY,78951,West,PRD-00008,Groceries,Snacks,Snacks Product,3657.6,20,0.2,182.66
ORD-00109,05/19/2015,05/20/2015,First Class,AA-10555,Consumer,United States,New York,AZ,53583,South,PRD-00009,Technology,Accessories,Accessories Product,1611.46,12,0.0,22.97
ORD-00110,07/01/2011,07/08/2011,Second Class,AA-10495,Consumer,United States,Houston,NY,48462,South,PRD-00010,Furniture,Tables,Tables Product,7359.02,15,0.15,1317.57
ORD-00111,06/29/2011,06/30/2011,Second Class,AA-10417,Corporate,United States,Chicago,NY,95948,East,PRD-00011,Technology,Machines,Machines Product,2625.38,10,0.2,220.64
ORD-00112,01/24/2014,01/26/2014,Same Day,AA-10378,Home Office,United States,Houston,IL,78062,East,PRD-00012,Furniture,Furnishings,Furnishings Product,4864.87,13,0.15,16.65
ORD-00113,12/05/2011,12/08/2011,Standard Class,AA-10532,Consumer,United States,Chicago,IL,50173,Central,PRD-00013,Technology,Accessories,Accessories Product,9951.96,20,0.05,1266.73
ORD-00114,10/04/2017,10/08/2017,First Class,AA-10533,Home Office,United States,New York,NY,97973,Central,PRD-00014,Office Supplies,Binders,Binders Product,2749.12,12,0.1,464.36
ORD-00115,01/28/2015,01/29/2015,Second Class,AA-10577,Home Office,United States,Chicago,IL,60181,West,PRD-00015,Office Supplies,Appliances,Appliances Product,2129.24,5,0.15,-381.39
ORD-00116,10/14/2017,10/19/2017,First Class,AA-10393,Corporate,United States,Chicago,IL,42717,West,PRD-00016,Groceries,Canned Goods,Canned Goods Product,2730.36,12,0.0,394.14
ORD-00117,04/17/2011,04/19/2011,First Class,AA-10410,Home Office,United States,Houston,CA,26074,South,PRD-00017,Groceries,Dairy,Dairy Product,1218.65,18,0.1,271.06
ORD-00118,10/31/2011,11/06/2011,Standard Class,AA-10546,Home Office,United States,Phoenix,IL,49315,South,PRD-00018,Office Supplies,Binders,Binders Product,1221.45,3,0.1,245.15
ORD-00119,12/14/2012,12/15/2012,First Class,AA-10500,Home Office,United States,Phoenix,IL,71263,South,PRD-00019,Office Supplies,Appliances,Appliances Product,2786.79,7,0.05,764.2
ORD-00120,11/11/2017,11/18/2017,Same Day,AA-10359,Home Office,United States,New York,CA,51553,West,PRD-00020,Technology,Machines,Machines Product,6497.42,13,0.15,749.92
ORD-00121,01/18/2016,01/20/2016,Same Day,AA-10553,Home Office,United States,New York,NY,77908,South,PRD-00021,Furniture,Tables,Tables Product,5822.98,18,0.05,1517.87
ORD-00122,05/30/2014,06/06/2014,Standard Class,AA-10399,Corporate,United States,Los Angeles,AZ,45972,South,PRD-00022,Office Supplies,Paper,Paper Product,1436.41,8,0.2,484.01
ORD-00123,05/25/2014,05/30/2014,First Class,AA-10588,Home Office,United States,New York,NY,20646,West,PRD-00023,Technology,Copiers,Copiers Product,8956.36,19,0.05,-871.27
ORD-00124,06/20/2017,06/25/2017,First Class,AA-10450,Home Office,United States,Chicago,TX,42096,Central,PRD-00024,Office Supplies,Binders,Binders Product,6462.11,20,0.15,2154.46
ORD-00125,05/03/2014,05/06/2014,Second Class,AA-10547,Corporate,United States,Chicago,IL,62260,South,PRD-00025,Technology,Phones,Phones Product,1352.44,6,0.15,106.39
ORD-00126,02/26/2015,02/28/2015,Standard Class,AA-10578,Consumer,United States,Chicago,TX,90658,Central,PRD-00026,Technology,Machines,Machines Product,1908.57,8,0.1,133.14
ORD-00127,10/13/2013,10/17/2013,Same Day,AA-10396,Corporate,United States,Houston,NY,21802,Central,PRD-00027,Furniture,Bookcases,Bookcases Product,2687.51,7,0.15,1068.5
ORD-00128,09/01/2016,09/06/2016,Same Day,AA-10549,Corporate,United States,Phoenix,NY,24089,Central,PRD-00028,Office Supplies,Pens,Pens Product,3475.45,19,0.0,-108.39
ORD-00129,07/02/2012,07/04/2012,First Class,AA-10450,Home Office,United States,Chicago,NY,60639,Central,PRD-00029,Furniture,Furnishings,Furnishings Product,386.03,12,0.0,54.88
ORD-00130,03/02/2017,03/05/2017,Second Class,AA-10458,Consumer,United States,Phoenix,AZ,62610,West,PRD-00030,Technology,Copiers,Copiers Product,812.05,4,0.1,109.38
ORD-00131,07/05/2011,07/10/2011,Second Class,AA-10334,Corporate,United States,Phoenix,IL,31299,Central,PRD-00031,Office Supplies,Paper,Paper Product,4231.57,16,0.05,692.95
ORD-00132,11/30/2017,12/06/2017,Standard Class,AA-10468,Corporate,United States,Phoenix,IL,92478,West,PRD-00032,Furniture,Furnishings,Furnishings Product,2981.05,19,0.0,62.65
ORD-00133,09/10/2017,09/16/2017,Same Day,AA-10557,Consumer,United States,Los Angeles,NY,85047,West,PRD-00033,Furniture,Tables,Tables Product,591.85,2,0.05,67.79
ORD-00134,02/20/2013,02/27/2013,Same Day,AA-10324,Home Office,United States,New York,CA,77984,South,PRD-00034,Groceries,Canned Goods,Canned Goods Product,1178.82,14,0.05,54.49
ORD-00135,04/16/2017,04/19/2017,First Class,AA-10481,Home Office,United States,Chicago,AZ,73462,South,PRD-00035,Groceries,Dairy,Dairy Product,5266.53,11,0.15,1828.93
ORD-00136,10/06/2013,10/10/2013,First Class,AA-10457,Corporate,United States,Chicago,AZ,45842,East,PRD-00036,Furniture,Tables,Tables Product,3878.75,10,0.05,830.61
ORD-00137,05/14/2012,05/17/2012,Standard Class,AA-10608,Corporate,United States,Houston,IL,72793,South,PRD-00037,Groceries,Dairy,Dairy Product,5733.1,12,0.05,-147.5
ORD-00138,04/07/2013,04/08/2013,Second Class,AA-10590,Home Office,United States,Los Angeles,NY,23133,Central,PRD-00038,Furniture,Bookcases,Bookcases Product,317.61,5,0.2,-17.92
ORD-00139,09/14/2014,09/18/2014,Same Day,AA-10556,Home Office,United States,Los Angeles,IL,52096,East,PRD-00039,Technology,Copiers,Copiers Product,482.61,1,0.05,21.3
ORD-00140,08/31/2011,09/01/2011,Same Day,AA-10360,Corporate,United States,Los Angeles,IL,14910,West,PRD-00040,Office Supplies,Appliances,Appliances Product,1288.58,6,0.05,464.35
ORD-00141,05/07/2014,05/09/2014,Same Day,AA-10605,Corporate,United States,Los Angeles,NY,53343,South,PRD-00041,Technology,Machines,Machines Product,2326.31,10,0.2,266.57
ORD-00142,02/23/2016,02/25/2016,Second Class,AA-10446,Home Office,United States,Houston,TX,77538,East,PRD-00042,Office Supplies,Appliances,Appliances Product,4372.24,11,0.2,894.74
ORD-00143,12/22/2011,12/26/2011,Second Class,AA-10520,Corporate,United States,Chicago,IL,49576,West,PRD-00043,Technology,Copiers,Copiers Product,1219.76,5,0.05,-238.95
ORD-00144,12/07/2013,12/12/2013,First Class,AA-10499,Home Office,United States,New York,IL,58174,South,PRD-00044,Office Supplies,Appliances,Appliances Product,952.17,4,0.05,41.18
ORD-00145,06/16/2013,06/22/2013,Same Day,AA-10383,Home Office,United States,Los Angeles,CA,99173,West,PRD-00045,Groceries,Beverages,Beverages Product,5645.85,15,0.2,136.49
ORD-00146,11/22/2016,11/24/2016,Second Class,AA-10543,Consumer,United States,Chicago,AZ,67912,West,PRD-00046,Furniture,Chairs,Chairs Product,1234.66,19,0.2,421.93
ORD-00147,04/21/2013,04/26/2013,Same Day,AA-10613,Corporate,United States,Phoenix,NY,83242,Central,PRD-00047,Groceries,Snacks,Snacks Product,3880.87,17,0.0,279.65
ORD-00148,06/16/2014,06/20/2014,First Class,AA-10326,Home Office,United States,New York,AZ,17897,West,PRD-00048,Groceries,Canned Goods,Canned Goods Product,375.44,1,0.2,-58.64
